original_date,Time,Symbol,Open,High,Low,Close,Volume,Signal
2018/01/04,2018-01-04,TX,10279.0,10316.0,10277.0,10316.0,27.0,0.0
2018/01/04,2018-01-04,TX,-16.0,-16.0,-16.0,-16.0,4.0,0.0
2018/01/04,2018-01-04,TX,,,,,,0.0
2018/01/04,2018-01-04,TX,-35.0,-35.0,-35.0,-35.0,1.0,0.0
2018/01/04,2018-01-04,TX,,,,,,0.0
2018/01/04,2018-01-04,TX,,,,,,0.0
2018/01/04,2018-01-04,TX,,,,,,0.0
2018/01/04,2018-01-04,TX,-516.0,-516.0,-517.0,-517.0,31.0,0.0
2018/01/04,2018-01-04,TX,,,,,,0.0
2018/01/04,2018-01-04,TX,,,,,,0.0
2018/01/04,2018-01-04,TX,,,,,,0.0
2018/01/04,2018-01-04,TX,,,,,,0.0
2018/01/04,2018-01-04,TX,,,,,,0.0
2018/01/04,2018-01-04,TX,,,,,,0.0
2018/01/04,2018-01-04,TX,,,,,,0.0
2018/01/05,2018-01-05,TX,-15.0,-15.0,-16.0,-16.0,14.0,0.0
2018/01/05,2018-01-05,TX,,,,,,0.0
2018/01/05,2018-01-05,TX,,,,,,0.0
2018/01/05,2018-01-05,TX,,,,,,0.0
2018/01/05,2018-01-05,TX,-113.0,-113.0,-113.0,-113.0,2.0,0.0
2018/01/05,2018-01-05,TX,,,,,,0.0
2018/01/05,2018-01-05,TX,,,,,,0.0
2018/01/05,2018-01-05,TX,,,,,,0.0
2018/01/05,2018-01-05,TX,,,,,,0.0
2018/01/05,2018-01-05,TX,,,,,,0.0
2018/01/05,2018-01-05,TX,,,,,,0.0
2018/01/05,2018-01-05,TX,,,,,,0.0
2018/01/05,2018-01-05,TX,,,,,,0.0
2018/01/05,2018-01-05,TX,,,,,,0.0
2018/01/05,2018-01-05,TX,10838.0,10867.0,10801.0,10857.0,110637.0,0.0
2018/01/05,2018-01-05,TX,10830.0,10865.0,10829.0,10849.0,12527.0,0.0
2018/01/05,2018-01-05,TX,10824.0,10850.0,10786.0,10843.0,2390.0,0.0
2018/01/05,2018-01-05,TX,10830.0,10849.0,10816.0,10831.0,396.0,0.0
2018/01/05,2018-01-05,TX,10804.0,10830.0,10768.0,10823.0,413.0,0.0
2018/01/05,2018-01-05,TX,10809.0,10828.0,10800.0,10811.0,182.0,0.0
2018/01/05,2018-01-05,TX,10730.0,10753.0,10690.0,10745.0,131.0,0.0
2018/01/05,2018-01-05,TX,10721.0,10748.0,10721.0,10740.0,19.0,0.0
2018/01/05,2018-01-05,TX,10330.0,10347.0,10287.0,10340.0,200.0,0.0
